path,filename,extension,is_dir,size_bytes,modified,md5_hash,is_duplicate,recommendation,confidence,comment
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\RealTimeBarMessage.cs,RealTimeBarMessage.cs,.cs,False,1315,2019-05-08T18:51:50,10ab90c6c89dc53f4366219d79c1e081,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\ScannerEndMessage.cs,ScannerEndMessage.cs,.cs,False,637,2019-05-08T18:51:50,f3e6571dc5759f9983cf411a142c5e89,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\ScannerMessage.cs,ScannerMessage.cs,.cs,False,1967,2019-05-08T18:51:50,f58453d4ccad6124f88247dd5f626449,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\ScannerParametersMessage.cs,ScannerParametersMessage.cs,.cs,False,647,2019-05-08T18:51:50,bedd4ccc03cbe250ebddd4ffa94bea44,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\SecurityDefinitionOptionParameterEndMessage.cs,SecurityDefinitionOptionParameterEndMessage.cs,.cs,False,551,2019-05-08T18:51:50,ac0122674232015054216d48ea719e9e,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\SecurityDefinitionOptionParameterMessage.cs,SecurityDefinitionOptionParameterMessage.cs,.cs,False,1303,2019-05-08T18:51:50,a6be9f4c339cd1b0fdda50d2aba62781,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\SoftDollarTiersMessage.cs,SoftDollarTiersMessage.cs,.cs,False,657,2019-05-08T18:51:50,f69c49e1cb4deed59710c22ecb2a7d74,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\SymbolSamplesMessage.cs,SymbolSamplesMessage.cs,.cs,False,723,2019-05-08T18:51:50,8727d134339df6ed44b18fb28a5f6767,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\TickByTickAllLastMessage.cs,TickByTickAllLastMessage.cs,.cs,False,1280,2019-05-08T18:51:50,b064d51706dcc3f581526adc31d87e05,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\TickByTickBidAskMessage.cs,TickByTickBidAskMessage.cs,.cs,False,1173,2019-05-08T18:51:50,e4c03d51f76cde48194f97d6a8d1484b,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\TickByTickMidPointMessage.cs,TickByTickMidPointMessage.cs,.cs,False,729,2019-05-08T18:51:50,d76669f08374060ee97baaad57a52584,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\TickNewsMessage.cs,TickNewsMessage.cs,.cs,False,1103,2019-05-08T18:51:50,724f85d49e9a6853d27d7c559ba1e9b1,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\TickOptionMessage.cs,TickOptionMessage.cs,.cs,False,2218,2019-05-08T18:51:50,a3f38f3c5b7203dbc59f3a3e00e4cc9d,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\TickPriceMessage.cs,TickPriceMessage.cs,.cs,False,936,2019-05-08T18:51:50,59a6764abdffc077ec1638ea9e629d12,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\TickSizeMessage.cs,TickSizeMessage.cs,.cs,False,668,2019-05-08T18:51:50,bc1c44629de35646f5849905d8ef5441,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\UpdateAccountTimeMessage.cs,UpdateAccountTimeMessage.cs,.cs,False,667,2019-05-08T18:51:50,036411f685d960d48dcbbb175acadc0f,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\messages\UpdatePortfolioMessage.cs,UpdatePortfolioMessage.cs,.cs,False,2334,2019-05-08T18:51:50,1f8c373b7feb818dc689d4b882dd89b8,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\Properties,,,True,0,2021-05-01T09:57:25.885170,,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\Properties\AssemblyInfo.cs,AssemblyInfo.cs,.cs,False,1659,2019-05-08T18:52:40,e4d77a33b4c5bb5d4320ba255e94b110,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\Properties\Resources.Designer.cs,Resources.Designer.cs,.cs,False,2787,2019-05-08T18:51:50,69b4bee01193231e72ea62ea1c586162,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\Properties\Resources.resx,Resources.resx,.resx,False,5493,2019-05-08T18:51:50,d11cc89eea04b1880d99b1c7216cee02,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\Properties\Settings.Designer.cs,Settings.Designer.cs,.cs,False,1068,2019-05-08T18:51:50,ae7b96cf72a652af7c7c51f8c025daf1,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\Properties\Settings.settings,Settings.settings,.settings,False,239,2019-05-08T18:51:50,46e5fa05388345c42ffd5833ef41b50d,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\types,,,True,0,2021-05-01T09:57:25.942608,,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\types\FinancialAdvisorTypes.cs,FinancialAdvisorTypes.cs,.cs,False,5843,2019-05-08T18:51:50,d7471dc34d253a97b0fe47442a7a0f53,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\types\IBTypes.cs,IBTypes.cs,.cs,False,8557,2019-05-08T18:51:50,4c2c23e946e72a6d63e45c95cdfd0a79,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui,,,True,0,2021-05-01T09:57:25.936625,,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\AccountManager.cs,AccountManager.cs,.cs,False,10659,2019-05-08T18:51:50,561c58a2798aa4ca0f47ddf4aca80386,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\AcctPosMultiManager.cs,AcctPosMultiManager.cs,.cs,False,5838,2019-05-08T18:51:50,d7661ac678bee01597c3c1922b7faf8a,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\AdvisorManager.cs,AdvisorManager.cs,.cs,False,5029,2019-05-08T18:51:50,f9d6e3bf40abe98bd6845121a90d3d46,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ComboContractResults.cs,ComboContractResults.cs,.cs,False,1911,2019-05-08T18:51:50,8c31e6eb0dbf759d45c1a03fe85cc6b7,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ComboContractResults.Designer.cs,ComboContractResults.Designer.cs,.cs,False,7866,2019-05-08T18:51:50,7e49f18d000354130f0ca8bf29ff8281,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ComboContractResults.resx,ComboContractResults.resx,.resx,False,6959,2019-05-08T18:51:50,0df670baa4e17ea368eea2b86a56a903,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ConditionDialog.cs,ConditionDialog.cs,.cs,False,9903,2019-05-08T18:51:50,88921fad0bcd094f5984eb26c8bfe6c1,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ConditionDialog.Designer.cs,ConditionDialog.Designer.cs,.cs,False,37736,2019-05-08T18:51:50,0c1437b4d86b1b6bc6b4f45d4c11c164,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ConditionDialog.resx,ConditionDialog.resx,.resx,False,5698,2019-05-08T18:51:50,96ba0a444d087ae06f32319ca4f0a3e4,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ContractManager.cs,ContractManager.cs,.cs,False,14377,2019-05-08T18:51:50,6985985cad7140f66236ab28fd7e8afc,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ContractSearchControl.cs,ContractSearchControl.cs,.cs,False,2479,2019-05-08T18:51:50,0e6af87c57f8eca117907d1a003a84f4,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ContractSearchControl.Designer.cs,ContractSearchControl.Designer.cs,.cs,False,3414,2019-05-08T18:51:50,ef0c4108aab3ebff1c47145959acc987,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ContractSearchControl.resx,ContractSearchControl.resx,.resx,False,5868,2019-05-08T18:51:50,3044fd0266929dd813593ef42dd056ce,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ContractSearchDialog.cs,ContractSearchDialog.cs,.cs,False,2143,2019-05-08T18:51:50,2765ee02d26e0f646046158ca658cfad,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ContractSearchDialog.Designer.cs,ContractSearchDialog.Designer.cs,.cs,False,7322,2019-05-08T18:51:50,597275661a61d8d8c430d738ed95d2ab,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ContractSearchDialog.resx,ContractSearchDialog.resx,.resx,False,5698,2019-05-08T18:51:50,96ba0a444d087ae06f32319ca4f0a3e4,True,,,Duplicate of \mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ConditionDialog.resx (same drive)
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\DataManager.cs,DataManager.cs,.cs,False,788,2019-05-08T18:51:50,82069784cd7597a0fb40e1411d44daa3,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\DeepBookManager.cs,DeepBookManager.cs,.cs,False,4520,2019-05-08T18:51:50,d041d96c399ddf8a6948a3aecd0f99f1,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\HistoricalDataManager.cs,HistoricalDataManager.cs,.cs,False,4059,2019-05-08T18:51:50,675ab2af409e92e118d831b3ede906fa,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\IBSampleApp.cs,IBSampleApp.cs,.cs,False,61678,2019-05-08T18:51:50,890af81d71f54d310b069b8a265d1cbd,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\IBSampleApp.Designer.cs,IBSampleApp.Designer.cs,.cs,False,463351,2019-05-08T18:51:50,c2307efe22d29b7e4afa5d6483b1eff6,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\IBSampleApp.resx,IBSampleApp.resx,.resx,False,203486,2019-05-08T18:51:50,37d1eb1ff215649f01c02ec83d09bd6e,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\MarginDialog.cs,MarginDialog.cs,.cs,False,2337,2019-05-08T18:51:50,424d5c17780a46b4f6b136a9624c781f,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\MarginDialog.Designer.cs,MarginDialog.Designer.cs,.cs,False,13830,2019-05-08T18:51:50,09f456643b5075124a580b39f6d7baa0,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\MarginDialog.resx,MarginDialog.resx,.resx,False,9312,2019-05-08T18:51:50,8e25b011616781f22f63565e52323359,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\MarketDataManager.cs,MarketDataManager.cs,.cs,False,10382,2019-05-08T18:51:50,72adbd9b4714a325080f793ce701232e,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\NewsManager.cs,NewsManager.cs,.cs,False,7341,2019-05-08T18:51:50,f6f4a30014b0a76996c21556a2c67162,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\OptionsManager.cs,OptionsManager.cs,.cs,False,10757,2019-05-08T18:51:50,15b600b559eb16d11eb923adef69559d,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\OrderDialog.cs,OrderDialog.cs,.cs,False,26589,2019-05-08T18:51:50,7dda9561ca37e4f819973ecbf39a05b1,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\OrderDialog.Designer.cs,OrderDialog.Designer.cs,.cs,False,144368,2019-05-08T18:51:50,c7217d2c6b641c2e1e1cb3a91c319cd2,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\OrderDialog.resx,OrderDialog.resx,.resx,False,9676,2019-05-08T18:51:50,17ba3bc3169327fac240612d236bd4f5,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\OrderManager.cs,OrderManager.cs,.cs,False,11450,2019-05-08T18:51:50,a9cc8cae87ceb3e1b308678a422a55a9,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\PnLManager.cs,PnLManager.cs,.cs,False,1497,2019-05-08T18:51:50,1a196214d2ade76484d07528693e0da9,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\RealTimeBarsManager.cs,RealTimeBarsManager.cs,.cs,False,2050,2019-05-08T18:51:50,f734964843fd69a1d637e308c1d83d65,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\ScannerManager.cs,ScannerManager.cs,.cs,False,2533,2019-05-08T18:51:50,212bb404fbe66390b14fd16c7fe6c1e3,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\SecurityDefinitionOptionParameterKey.cs,SecurityDefinitionOptionParameterKey.cs,.cs,False,1518,2019-05-08T18:51:50,43ab21705008e7096bf81668bac2933e,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\SmartComponentsMessage.cs,SmartComponentsMessage.cs,.cs,False,752,2019-05-08T18:51:50,fa1d7add1fac8d8fbc239fe29c18922f,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\SoftDollarTiersMessage.cs,SoftDollarTiersMessage.cs,.cs,False,716,2019-05-08T18:51:50,fa1d06e8a8874354cef74baa39a72084,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\SymbolSamplesManager.cs,SymbolSamplesManager.cs,.cs,False,2256,2019-05-08T18:51:50,854ca905e61acb5a58c67a6b1c6cd13d,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\ui\TickReqParamsMessage.cs,TickReqParamsMessage.cs,.cs,False,887,2019-05-08T18:51:50,8d747d60ac1c1f4fa1892d3c79ffef3a,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\util,,,True,0,2021-05-01T09:57:25.703085,,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\util\Utils.cs,Utils.cs,.cs,False,1818,2019-05-08T18:51:50,7a91299c05c5305c964ffbe63a7ff9a4,False,,,
\mnt\e\TWS API\samples\CSharp\IBSampleApp\util\XmlHelper.cs,XmlHelper.cs,.cs,False,3989,2019-05-08T18:51:50,1b793d12fa0cfaaf91245c404bcfe141,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed,,,True,0,2021-05-01T09:57:25.943606,,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\.gitignore,.gitignore,,False,18,2019-05-08T18:51:50,a829282dcd6ec09cedc0baee4861c1fc,True,,,Duplicate of \mnt\e\TWS API\samples\CSharp\IBSampleApp\.gitignore (same drive)
\mnt\e\TWS API\samples\CSharp\Testbed\app.config,app.config,.config,False,158,2019-05-08T18:51:50,7925f256557bb5bad4c07eb23aa4f052,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\AvailableAlgoParams.cs,AvailableAlgoParams.cs,.cs,False,14068,2019-05-08T18:51:50,de01df808ddcef89f7879776bdb9a0d0,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\ContractSamples.cs,ContractSamples.cs,.cs,False,22902,2019-05-08T18:51:50,e7a0c7dc1d3552199955a40380fd085e,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\CS_Testbed.sln,CS_Testbed.sln,.sln,False,1455,2019-05-08T18:51:50,80492319d58bb3e6aec90a3277956f73,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\EWrapperImpl.cs,EWrapperImpl.cs,.cs,False,38270,2019-05-08T18:51:50,690e5e406792511d56ddccbb468be259,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\FaAllocationSamples.cs,FaAllocationSamples.cs,.cs,False,3870,2019-05-08T18:51:50,77e00c913ef2dd0123c4f6ce87026e8b,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\OrderSamples.cs,OrderSamples.cs,.cs,False,55721,2019-05-08T18:51:50,00603d1961224fe331c8ca03026a518d,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\Program.cs,Program.cs,.cs,False,49262,2019-05-08T18:51:50,2cdad08ff80de60bd9af2414701e5df0,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\RequestContractDetails.cs,RequestContractDetails.cs,.cs,False,2312,2019-05-08T18:51:50,7004cfded131e87ddd56d950d5d194fc,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\ScannerSubscriptionSamples.cs,ScannerSubscriptionSamples.cs,.cs,False,2615,2019-05-08T18:51:50,c7c1fa236191f48c32d00769a5a1f4bf,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\Testbed.csproj,Testbed.csproj,.csproj,False,4781,2019-05-08T18:51:50,abd0158d80c5eeb47ab932914ba81125,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\Properties,,,True,0,2021-05-01T09:57:25.876400,,False,,,
\mnt\e\TWS API\samples\CSharp\Testbed\Properties\AssemblyInfo.cs,AssemblyInfo.cs,.cs,False,1655,2019-05-08T18:52:40,4d1e32bb8274e4dec91d903137d4984c,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge,,,True,0,2021-05-01T09:57:25.711369,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\.classpath,.classpath,,False,452,2019-05-08T18:51:52,29a354bb10ca565fcb6f99364a389c1c,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\.gitignore,.gitignore,,False,6,2019-05-08T18:51:52,44fd6872a9738427b8e4a073903ae883,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\.project,.project,,False,374,2019-05-08T18:51:52,697efafd8f23ece7ef21dcd6a3718b95,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\DdeSocketBridge.jar,DdeSocketBridge.jar,.jar,False,493822,2019-05-08T18:56:40,f3f10060d9b59fea1d47f693d0b07238,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\runDdeSocketBridge.bat,runDdeSocketBridge.bat,.bat,False,187,2019-05-08T18:51:52,6f63f3954808c440682a1037921f9a85,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src,,,True,0,2021-05-01T09:57:24.962680,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main,,,True,0,2021-05-01T09:57:25.224443,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java,,,True,0,2021-05-01T09:57:24.962680,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com,,,True,0,2021-05-01T09:57:25.774651,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib,,,True,0,2021-05-01T09:57:24.962680,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api,,,True,0,2021-05-01T09:57:25.076602,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde,,,True,0,2021-05-01T09:57:25.797435,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\SocketDdeBridge.java,SocketDdeBridge.java,.java,False,3219,2019-05-08T18:51:52,171aba660de7d70e22916e0d0a5bbae4,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\TwsDdeServer.java,TwsDdeServer.java,.java,False,4133,2019-05-08T18:51:52,35e48ac9a78eb001dabac7c2d5b95cd7,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\TwsService.java,TwsService.java,.java,False,72410,2019-05-08T18:51:52,fa667bc5991c972b2f4acb8f73e7cb0f,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket,,,True,0,2021-05-01T09:57:25.044688,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests,,,True,0,2021-05-01T09:57:25.883177,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\DdeRequest.java,DdeRequest.java,.java,False,913,2019-05-08T18:51:52,99815d0416e9163dd755da0b25eaf7bc,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\DdeRequestStatus.java,DdeRequestStatus.java,.java,False,727,2019-05-08T18:51:52,9de88fed32c7f7262c78c0cb2e56ba31,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\DdeRequestType.java,DdeRequestType.java,.java,False,8589,2019-05-08T18:51:52,3b05906fdb54183daac40c1cd61db477,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\TickRequest.java,TickRequest.java,.java,False,776,2019-05-08T18:51:52,d436c0f4a75d2c89ada660edddb11967,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\accountupdates,,,True,0,2021-05-01T09:57:25.651569,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\accountupdates\AccountPortfolioRequest.java,AccountPortfolioRequest.java,.java,False,819,2019-05-08T18:51:52,6456b48259f563cab1a0bac1fc189d6d,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\accountupdates\AccountSummaryRequest.java,AccountSummaryRequest.java,.java,False,902,2019-05-08T18:51:52,cff9f9f4c7ac6d41a32687220d21fdca,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\accountupdates\AccountUpdatesMultiRequest.java,AccountUpdatesMultiRequest.java,.java,False,1146,2019-05-08T18:51:52,58906ecb9a3e1c34e4da042d95b5b132,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\accountupdates\FinancialAdvisorReplace.java,FinancialAdvisorReplace.java,.java,False,909,2019-05-08T18:51:52,42ab111edaa12f7d2b4c37e934b4e2f1,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\accountupdates\FinancialAdvisorRequest.java,FinancialAdvisorRequest.java,.java,False,798,2019-05-08T18:51:52,de55def0165ae9febf936e0e13c33489,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\contractdetails,,,True,0,2021-05-01T09:57:25.773207,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\contractdetails\ContractDetailsRequest.java,ContractDetailsRequest.java,.java,False,850,2019-05-08T18:51:52,e4bf3086cf7574985f11ba25af53a5bb,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\contractdetails\MarketRuleRequest.java,MarketRuleRequest.java,.java,False,809,2019-05-08T18:51:52,9bffd5da55f20e7915a4c8d50e3d3b36,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\contractdetails\MatchingSymbolsRequest.java,MatchingSymbolsRequest.java,.java,False,808,2019-05-08T18:51:52,b606f5a2494ed2985c3dc338f5ef9077,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\error,,,True,0,2021-05-01T09:57:25.114500,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\error\ErrorRequest.java,ErrorRequest.java,.java,False,795,2019-05-08T18:51:52,a320ebab2f06b6886e1c10e713b4911b,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\executions,,,True,0,2021-05-01T09:57:25.100538,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\executions\ExecutionsRequest.java,ExecutionsRequest.java,.java,False,906,2019-05-08T18:51:52,573d1561991d2b9baf703492c926d16d,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\fundamentaldata,,,True,0,2021-05-01T09:57:25.883177,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\fundamentaldata\FundamentalDataRequest.java,FundamentalDataRequest.java,.java,False,999,2019-05-08T18:51:52,007ce81e3208574d47adb3c66b07e133,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\historicaldata,,,True,0,2021-05-01T09:57:25.708378,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\historicaldata\HeadTimestampRequest.java,HeadTimestampRequest.java,.java,False,1272,2019-05-08T18:51:52,deb36a4ed9d3abd902e53692c58e81d6,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\historicaldata\HistogramDataRequest.java,HistogramDataRequest.java,.java,False,1126,2019-05-08T18:51:52,8d4b23afd1c7899c6c45369fe44b109e,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\historicaldata\HistoricalDataRequest.java,HistoricalDataRequest.java,.java,False,1942,2019-05-08T18:51:52,56442c0de2215cf8ad8d45fd62bfbfd7,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\historicaldata\HistoricalTicksRequest.java,HistoricalTicksRequest.java,.java,False,1785,2019-05-08T18:51:52,54a11a5f3c6f57f3535f1704cdfb8355,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\marketdata,,,True,0,2021-05-01T09:57:25.762237,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\marketdata\CalculateImpliedVolatilityRequest.java,CalculateImpliedVolatilityRequest.java,.java,False,1261,2019-05-08T18:51:52,f7f7937e3fdd05eac9fd59097e6962bd,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\marketdata\CalculateOptionPriceRequest.java,CalculateOptionPriceRequest.java,.java,False,1267,2019-05-08T18:51:52,06e8c20170a39cbe6397f10c4967c2c8,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\marketdata\MarketDataRequest.java,MarketDataRequest.java,.java,False,1150,2019-05-08T18:51:52,a40d11887a5d337f9e9ec74cc419398e,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\marketdata\TickByTickRequest.java,TickByTickRequest.java,.java,False,1310,2019-05-08T18:51:52,726ef5754ea1818da96af36aa84cb119,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\marketdepth,,,True,0,2021-05-01T09:57:25.790353,,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\marketdepth\MarketDepthCancelRequest.java,MarketDepthCancelRequest.java,.java,False,861,2019-05-08T18:51:52,80bc81e8d010a7aed20282623b56dd6e,False,,,
\mnt\e\TWS API\samples\DdeSocketBridge\src\main\java\com\ib\api\dde\dde2socket\requests\marketdepth\MarketDepthRequest.java,MarketDepthRequest.java,.java,False,1144,2019-05-08T18:51:52,bde5fc81f548aa05e200073b59281313,False,,,
